ID, ﻿Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
199 , ASTERACEAE,Aster,puniceus,L. (W),,,"Botanic Garden of Smith College Northampton, MA ",,11/2002,G.J. Fritz,,
200 , ASTERACEAE,Baileya,multiradiata,,,,"W.J. Beal Botanical Garden. MI State Univ. from AZ Pima County, Sonoran Desert",,3/6/07,G.J. Fritz,,
201 , ASTERACEAE,Bebbia,juncea,(Benth.) Greene.,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams.",,9/4/98,G.J. Fritz,,
202 , ASTERACEAE,Bidens,,,,,"China, Pixian agricultural field",,12/2010,R. Spengler,,
203 , ASTERACEAE,Bidens,bipinnata,L.,Spanish needles,,"St. Louis, MO",,1977,H.C. Cutler,,
204 , ASTERACEAE,Bidens,cernna ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
205 , ASTERACEAE,Brickellia,pringlei,,,,"W.J. Beal Botanical Garden. MI State Univ. from AZ, Pima County, ponderosa Pine Forest, Lizard Rock above Bear Canyon",,3/6/07,G.J. Fritz,,
206 , ASTERACEAE,Calendula,officinalis ,L.,,,"Botanical Gardens of Bonn University, Germany",,1/18/99,G.J. Fritz,,
207 , ASTERACEAE,Chrysothamnus,nauseosus ,(Pall.) N.L. Britt,Rabbit bush,,"McKinley Co., NM",,1979,S. Buchsbaum,,
208 , ASTERACEAE,Centaurea,benedicta,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
209 , ASTERACEAE,Cichorium,intybus,L.,Chicory,,Vaughan 80,,1977,H.C. Cutler,,
210 , ASTERACEAE,Cichorium,intybus,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
211 , ASTERACEAE,Cichorium,intybus,L.,,Seeds,Botanischer Garten der Universität Leipzig,162,,,,NEEDS LABEL
212 , ASTERACEAE,Cichorium,endiva,L.,Green curled endive,,Vaughan 2202,,1977,H.C. Cutler,,
213 , ASTERACEAE,Chlorocantha,spinosa,(Benth.) Watson,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams.",,9/4/98,G.J. Fritz,,
214 , ASTERACEAE,Cirsium,arvense ,(L.) Scop.,,,"Botanical Gardens at University of Leipzig, Germany",,2/6/06,G.J. Fritz,,
215 , ASTERACEAE,Cirsium,muticum ,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Dowagiac Fen,,1999,G.J. Fritz,,
216 , ASTERACEAE,Conyza,canadensis,(L.) Cronq.,Horseweed,,"Missouri Botanical Gardens, St. Louis",,1977,H.C. Cutler,,
217 , ASTERACEAE,Conyza,canadensis,,Horseweed,Seeds,Praire Future Seed Co.,,2/95,,,NEEDS LABEL
218 , ASTERACEAE,Coreopsis,tripteris,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected at Wayne County, MI. Mesic Sand Prairie, Holloway borrow pit",,2003,G.J. Fritz,,
219 , ASTERACEAE,Cynara,cardunculus,L.,Cardoon,,Vaughan 3158,,1977,H.C. Cutler,,
220 , ASTERACEAE,Cynara,scolymus,L.,Artichoke,,Vaughan No. 3,,1977,H.C. Cutler,,
221 , ASTERACEAE,Echinaceae,augustifolia,,,Seeds,Redwood City Seed Company,,1998,,,NEEDS LABEL
222 , ASTERACEAE,Echinaceae,paradoxa ,(Norton) Britton,Yellow Coneflower,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
223 , ASTERACEAE,Echinaceae,pallida ,(Nutt.) Nutt.,"Pale purple, coneflower, Purple coneflower",,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
224 , ASTERACEAE,Echinaceae,pallida ,,,Seeds,Redwood City Seed Company,,1998,,,NEEDS LABEL
225 , ASTERACEAE,Echinaceae,purpurea,(L.) Moench,,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
226 , ASTERACEAE,Erigeron,annus ,(L.) Pers.,,,"Botanic Garden of Smith College Northampton, MA .  Collected at Whately, MA",,1998,G.J. Fritz,,
227 , ASTERACEAE,Erigeron,philadelphicus,L.,,,Ion Nursery,,1995,M. Williams,,
228 , ASTERACEAE,Eupatorium,cannabinam,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
229 , ASTERACEAE,Eupatorium,coelestinum,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA",,1997,G.J. Fritz,,
230 , ASTERACEAE,Eupatorium,fistulosum,Barratt (W),,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
231 , ASTERACEAE,Eupatorium,perfoliatum,L.,,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
232 , ASTERACEAE,Eupatorium,perfoliatum,L.,Bone set,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected in Bucks Co., PA",,1997,G.J. Fritz,,
233 , ASTERACEAE,Eupatorium,perfoliatum,L.,Bone set,,"Bowman's Hill Wildflower Preserve.  New Hope, PA--Washington Crossing Historic Park, PA",,1995,G.J. Fritz,,
234 , ASTERACEAE,Eupatorium,purpureum,L.,Green-stemmed Joe Pye weed,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,NEEDS LABEL
235 , ASTERACEAE,Eupatorium,rugosum,Houtt.,White snakeroot,,"Bowman's Hill Wildflower Preserve.  New Hope, PA--Washington Crossing Historic Park, PA",,1995,G.J. Fritz,,
236 , ASTERACEAE,Gaillardia,,sp.,Indian blanket flower,,"Dallas, TX",,1988,G.J. Fritz,,
237 , ASTERACEAE,Helenium,autumnale,L.,,,"Sheffield Seed Co.,     Locke, NY 13902",,1995,M. Williams,,
238 , ASTERACEAE,Helianthus,,sp.,Wild sunflower,,"St. Louis, MO",,,C. Erickson,,
239 , ASTERACEAE,Helianthus,,sp.,Wild sunflower,,"Bryan, TX",,,C.H. Heiser,,
240 , ASTERACEAE,Helianthus,annuus,L.,Hopi black dye sunflower,,"Native Seeds Search Tucson, AZ  85719",,1997,G.J. Fritz,,
241 , ASTERACEAE,Helianthus,annuus,L.,Apache brown striped sunflower,,"Native Seeds Search  Tucson, AZ  85719",,1994,G.J. Fritz,,
242 , ASTERACEAE,Helianthus,annuus,L.,Wild sunflower,,"N. Dallas, TX",,1988,G.J. Fritz,,
243 , ASTERACEAE,Helianthus,annuus,L.,Cultivated sunflower,,"Montgomery Co., OH",,1981,G.E. Wagner,,
244 , ASTERACEAE,Helianthus,annuus,L.,Wild sunflower,,"East St. Louis, IL",,,C. Erickson,,
245 , ASTERACEAE,Helianthus,annuus,,Mandan,Seeds,North central regional plant introduction station. USA,PI600717,2011,,,NEEDS LABEL
246 , ASTERACEAE,Helianthus,divaricatus,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Mariton Wildlife Sanctuary, Bucks Co. PA",,1997,G.J. Fritz,,
247 , ASTERACEAE,Helianthus,salicifolius,A. Dietr.,,,"Missouri Wildflower Nursery.  Jefferson City, MO",,1995,M. Williams,,
248 , ASTERACEAE,Helianthus,tuberosus,L.,Jerusalem artichoke (tuber),,"University City, MO",,1991,M. Williams,,
249 , ASTERACEAE,Helianthus,tuberosus,L.,Jerusalem artichoke (seeds),,"University City, MO",,1982,L.W. Blake,,
250 , ASTERACEAE,Heterotheca,psammophila Wagenkn.,,,,"Homolovi, AZ",,10/16/95,G. Powell,,
251 , ASTERACEAE,Hieracium,paniculatum, L. (W),,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
252 , ASTERACEAE,Hieracium,Tomentosum ,(L.)  L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
253 , ASTERACEAE,Inula,conyzae ,(Griess.) Meikle,,,"Botanical Gardens of Bonn University, Germany",,9/22/09,G.J. Fritz,,
254 , ASTERACEAE,Inula,ensifolia,L.,,,"Botanical Gardens of Bonn University, Germany",,9/22/09,G.J. Fritz,,
255 , ASTERACEAE,Iva,annua,L.,Sumpweed,,fallow agricultural field near Portage de Sioux,,10/96,G. Powell,,
256 , ,,,,"""robust type""",,"St. Charles Co., MO",,,,,
257 , ASTERACEAE,Iva,annua,L.,Marshelder,,"Tensas Parish, LA",,1990,G.J. Fritz,,
258 , ASTERACEAE,Iva,annua,L.,Marshelder,,"Butler Co., KY",,1979,G.E. Wagner,,
259 , ASTERACEAE,Iva,annua,L.,Marshelder,,"St. Clair Co., IL",,1978,G.E. Wagner,,
260 , ASTERACEAE,Iva,annua,L.,Sumpweed,,"Evansville, IL   (East St. Louis)",,,C. Erickson,,
261 , ASTERACEAE,Iva,annua  var. macrocarpa,L. (Blake) Jackson,,,"New Madrid Co., MO Archaeological Marshelder (23NM252)",,1981,L.W. Blake,,
262 , ASTERACEAE,Iva,annua  var. macrocarpa, L. (Blake) Jackson,,,"Newton Co., AR Archaeological Marshelder (3NW31))",,,Don Dickson,,
263 , ASTERACEAE,Iva,frutescens,,,Seeds,"Botanic Garden of Smith College Northampton, MA .",18,2014,G.J. Fritz,,NEEDS LABEL
264 , ASTERACEAE,Iva,xanthiifolia,Nutt.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
265 , ASTERACEAE,Iva,xanthiifolia,Nutt.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
266 , ASTERACEAE,Iva,xanthiifolia,Nutt.,Marshelder,,"Pecos, NM",,10/7/95,G. Powell,,
267 , ASTERACEAE,Lactuca,biennis,(Moench) Fern. (C),,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
268 , ASTERACEAE,Lactuca,canadensis,A. Gray (C),,,"Botanic Garden of Smith College Northampton, MA .",,11/2002,G.J. Fritz,,
269 , ASTERACEAE,Lactuca,sativa L. var. longifolia Lam.,L. var. capita L.,Iceberg lettuce,,Vaughan 3423,,1977,H.C. Cutler,Species and botanical author errors?,
270 , ASTERACEAE,Lactuca,sativa L. var. longifolia Lam.,,Romaine lettuce,,Vaughan L-29,,1977,H.C. Cutler,Species and botanical author errors?,
271 , ASTERACEAE,Lactuca,serriola,L.,Wild lettuce,,"Missouri Botanical Gardens, St. Louis",,1977,H.C. Cutler,,
272 , ASTERACEAE,Liatris,graminofolia ,Willd.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Burlington Co., NJ",,1997,G.J. Fritz,,
273 , ASTERACEAE,Liatris,spicata ,L. Willd.,Button snakeroot,,"Bowman's Hill Wildflower Preserve.  New Hope, PA",,1995,G.J. Fritz,,
274 , ASTERACEAE,Onopogon,acanthium,,Cotton (Scotch) thistle,,"Tuzusai, Kazakhstan",,2010,R. Spengler,,
275 , ASTERACEAE,Parthenium,integrifolium ,L.,Wild quinine,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
276 , ASTERACEAE,Polymnia,canadesis,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Baker Woodlot,,1999,G.J. Fritz,,
277 , ASTERACEAE,Polymnia,canadesis,L.,,,In the woods in Pere Marquette State Park,,10/14/94,G.J. Fritz,,
278 , ASTERACEAE,Ratibita,columnifera ,(Nutt.) Wooten & Standley,"Longhead prairie, coneflower",,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
279 , ASTERACEAE,Ratibita,pinnata,(Vent.) Barnh.,"Grayhead prairie, coneflower",,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
280 , ASTERACEAE,Ratibita,pinnata ,(Vent.) Barnh.,"Grayhead prairie, coneflower",,"St. Louis Co., MO",,1993,G.J. Fritz,,
281 , ASTERACEAE,Ratibita,pinnata ,(Vent.) Barnh,"Grayhead prairie, coneflower",,"Montgomery Co., OH",,1981,G.E. Wagner,,
282 , ASTERACEAE,Rudbeckia,,sp. L.,coneflower,,"St. Joseph, LA",,1989,G.J. Fritz,,
283 , ASTERACEAE,Rudbeckia,,sp. L.,coneflower,,LA Highway 131,,1988,G.J. Fritz,,
284 , ASTERACEAE,Rudbeckia,,sp. L.,coneflower,,Vaughan 8465,,1977,H.C. Cutler,,
285 , ASTERACEAE,Rudbeckia,hirta,L.,Black-eyed Susan,,"Missouri Wildflower Nursery.  Jefferson City, MO",,1994,G.J. Fritz,,
286 , ASTERACEAE,Rudbeckia,laciniata,L.,,,"Botanical Gardens of Bonn University, Germany",,9/22/08,G.J. Fritz,,
287 , ASTERACEAE,Rudbeckia,laciniata,L.,,Seeds,"Botanical Gardens Cluji-Napoca, Rumänien, Cirtisoara-Distr., Sibin, Dragulescu",3431,,,,NEEDS LABEL
288 , ASTERACEAE,Rudbeckia,missouriensis,Engelm.,Missouri coneflower,,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
289 , ASTERACEAE,Rudbeckia,subtomentosa,Pursh.,Sweet coneflower,,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
290 , ASTERACEAE,Rudbeckia,triloba,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Biggie Munn Park North and Powerline ,,3/1/06,G.J. Fritz,,
291 , ASTERACEAE,Senecio,aquaticus,Hill,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
292 , ASTERACEAE,Silphium,integrifolium ,Michx.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
293 , ASTERACEAE,Silphium,laciniatum,L.,Compass-Plant,,"Missouri Wildflower Nursery.  Jefferson City, MO",,1995,M. Williams,,
294 , ASTERACEAE,Silphium,laciniatum,L.,Compass-Plant,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
295 , ASTERACEAE,Silphium,laciniatum,L.,"Compass-Plant, Rosin weed",,"Shaw Arboretum.  Gray Summit, MO  63039",,6/1994,G.J. Fritz,,
296 , ASTERACEAE,Silphium,perfoliatum,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
297 , ASTERACEAE,Silphium,perfoliatum,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
298 , ASTERACEAE,Silphium,perfoliatum,,Cup-plant,Seeds,Ion Nursery,,3/1995,,,NEEDS LABEL
299 , ASTERACEAE,Silphium,terebinthinaceum,Jacq.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
300 , ASTERACEAE,Silphium,terebinthinaceum,Jacq.,Prairie Dock,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
301 , ASTERACEAE,Solidago,gigantea ,Ait.,Late goldenrod,,Ion Nursery,,1995,M. Williams,,
302 , ASTERACEAE,Solidago,graminifolia ,(L.) Salisb.,,,Prairie Future Seed Co.,,1995,M. Williams,,
303 , ASTERACEAE,Solidago,rigida ,L.,Rigid goldenrod,,"Missouri Wildflower Nursery.  Jefferson City, MO",,6/1994,G.J. Fritz,,
304 , ASTERACEAE,Solidago,sempervirens,L.,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Hatboro Twp., Bucks Co., PA",,1997,G.J. Fritz,,
305 , ASTERACEAE,Solidago,speciosa Nutt. var. speciosa,,Showy-wand goldenrod,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Mariton Wildlife Sanctuary, Bucks Co.",,1997,G.J. Fritz,,
306 , ASTERACEAE,Sonchus,oleraceus ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
307 , ASTERACEAE,Tagetes,lemmoni,,,,"W.J. Beal Botanical Garden. MI State Univ. from AZ, Pima county, Ponderosa Pine Forest, Green Mountain",,3/6/07,G.J. Fritz,,
308 , ASTERACEAE,Tagetes,minuta ,L.,,,"Arboretum Trsteno, Croatia",,2001,G.J. Fritz,,
309 , ASTERACEAE,Tagetes,(Possibly T. tenuifolia Cav.) var. pumila Hort.,sp. L.,Dwarf marigold,,Vaughan 3175,,1977,H.C. Cutler,,
310 , ASTERACEAE,Tagetes,,sp. L.,Marigolds on Parade,,Burpee,,1977,H.C. Cutler,,
311 , ASTERACEAE,Tanacetum,cinerariifolium ,Trev. Schulz Bip.,,,"Arboretum Trsteno, Croatia",,2001,G.J. Fritz,,
312 , ASTERACEAE,Tanacetum,cinerariifolium ,Trev. Schulz Bip.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
313 , ASTERACEAE,Tanacetum,cinerariifolium ,Trev. Schulz Bip.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
314 , ASTERACEAE,Tanacetum,corymbosum ,(L.) Sch. Bip.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
315 , ASTERACEAE,Tanacetum,macrophyllum ,Schultz. Bip.,,,"Botanical Gardens at University of Leipzig, Germany",,1/18/99,G.J. Fritz,,
316 , ASTERACEAE,Tanacetum,vulgare,L.,,,"Botanical Gardens at University of Leipzig, Germany Collected at Weibenfels, Sachsen-Anhalt, Germany",,1998,G.J. Fritz,,
317 , ASTERACEAE,Tanacetum,vulgare,L.,,,"Botanical Gardens of Bonn University, Germany",,9/22/08,G.J. Fritz,,
318 , ASTERACEAE,Taraxacum,officinale ,Weber,Dandelion,,Vaughan 3334,,1977,H.C. Cutler,,
319 , ASTERACEAE,Trixis,californica ,Kellog.,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams.",,9/4/98,G.J. Fritz,,
320 , ASTERACEAE,Tragopogon,porrifolius,L.,Salsify Oyster Plant,,Vaughan 3751,,1977,H.C. Cutler,,
321 , ASTERACEAE,Tragopogon,ruber,,,,"Tasbas, Kazakhstan foothills",,7/2011,R. Spengler,,
322 , ASTERACEAE,Verbesina,encelioides (Cav.) ,Benth & Hook,"Golden Crownbeard, Goldweed",,"Santa Fe, NM",,9/30/95,G. Powell,,
323 , ASTERACEAE,Vernonia,anthelmintica,,,,"Indian supermarket, London",,2010,R. Spengler,,
324 , ASTERACEAE,Veronia,noveboracensis Michx.,,,,"Bowman's Hill Wildflower Preserve.  New Hope, PA Collected at Lower Salford Twp. Mongomery Co. PA",,1997,G.J. Fritz,,
325 , ASTERACEAE,Xanthium,,,Cocklebur,,"China, Pixian river edge",,1/2010,R. Spengler,,
326 , ASTERACEAE,Xanthium,albinum ,(Widd.) H.Scholz.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
327 , ASTERACEAE,Xanthium,spinosum ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
328 , ASTERACEAE,Xanthium,strumarium,L.,Cocklebur,,Southen Weed Science Society,,1991,G.J. Fritz,,
329 , ASTERACEAE,Zinnia,sp. ,L.,Giant sorts of zinnia,,Vaughan 6170,,1977,H.C. Cutler,,
330 , BALSAMINACEAE,Impatiens,capensis.,Meerb.,,,"Botanic Garden of Smith College.  Northampton, MA",,9/2004,G.J. Fritz,,
331 , BALSAMINACEAE,Impatiens,capensis ,Meerb.,Spotted touch-me-not,,Ion Nursery,,1995,M. Williams,,
332 , Basellaceae,Basella,alba,,Malabar spinach,,USDA GRIN,674165,2023,,,
333 , BASELLACEAE,Ullucus,tuberosus ,Caldas.,"Guava, ""guayaba""",,"Bella Union, Peru",,6/18/89,P.J. Wright,,
334 , BERBERIDACEAE,Berberis,fremontii,J. Torr.,Fremont's mahonia,,,,1977,H.C. Cutler,,
335 , BERBERIDACEAE,Caudophyllum,thalictroides,,Blue cohish,Seeds,Prairie Nursery,,Spring 1994,,,NEEDS LABEL
336 , BERBERIDACEAE,Jeffersonia ,dubia ,(Maxim.) Benth. & Hook.f.ex Bak. & S.L. Moore,,,"Botanic Garden of Smith College Northampton, MA.",,4/16/07,G.J. Fritz,,
337 , BERBERIDACEAE,Mahonia,nervosa ,Nutt.,Oregon grape,,,,,C. Erickson,,
338 , BERBERIDACEAE,Mahonia,repens,,Creeping mahonia,,"Plants of the Southwest.  Santa Fe, NM 87501",,1999,G. Powell,,
339 , BERBERIDACEAE,Mahonia,trifoliata,,Algerita,,"Plants of the Southwest.  Santa Fe, NM 87501",,1999,G. Powell,,
340 , BERBERIDACEAE,Podophyllum,hexandrum ,Royle,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
341 , BERBERIDACEAE,Podophyllum,peltatum,L.,Mayapple,,"Montgomery Co., OH",,1981,G.E. Wagner,,
342 , BERBERIDACEAE,Podophyllum,peltatum,L.,Mayapple,,"St. Louis Co., MO",,1967,L.W. Blake,,
343 , BETULACEAE,Alnus,,,,,"China, Pixian cultivated forest",,1/2010,R. Spengler,,
344 , BETULACEAE,Alnus,rugosa ,(Duroi),,Seeds,Botanic Garden of Smith College,26,11/2009,G.J. Fritz,,NEEDS LABEL
345 , BETULACEAE,Betula,alleghaniensis ,Britton.,Yellow birch,,"Orland E. White Arboretu.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
346 , BETULACEAE,Betula,alnoides,,,,"Orland E. White Arboretu.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
347 , BETULACEAE,Betula,lenta,L.,,Seeds,Botanic Garden of Smith College,27,11/2009,G.J. Fritz,,NEEDS LABEL
348 , BETULACEAE,Betula,nigra,L.,River Birch,,"Butler Co., KY",,6/30/78,G.E. Wagner,,
349 , BETULACEAE,Betula,papyrifera ,Marsh.,Paper or White birch,,"Emmet Co., MI",,8/10/89,L.W. Blake,,
350 , BETULACEAE,Betula,papyrifera ,Marsh.,Paper or White birch,,"Emmet Co., MI",,1982,L.W. Blake,,
351 , BETULACEAE,Carpinus,caroliniana ,Walt.,Hornbeam,,"Orland E. White Arboretu.  Blandy Experimental  Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
352 , BETULACEAE,Carpinus,caroliniana ,Walt.,American hornbeam,Seeds,Botanic Garden of Smith College,28,11/2009,G.J. Fritz,,NEEDS LABEL
353 , BETULACEAE,Carpinus,caroliniana ,Walt.,American hornbeam,Seeds,Botanic Garden of Smith College,25,2014,G.J. Fritz,,NEEDS LABEL
354 , BETULACEAE,Carpinus,caroliniana ,Walt.,,,W.J. Beal Botanical Garden. MI State Univ.,,10/5/94,G.J. Fritz,,
355 , BETULACEAE,Carpinus,caroliniana ,Walt.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
356 , BETULACEAE,Carpinus,caroliniana ,Walt.,Hornbeam,,"Lexington, KY",,1989,G.J. Fritz,,
357 , BETULACEAE,Carpinus,caroliniana ,Walt.,American hornbeam,,"Butler Co., KY",,10/14/78,G.E. Wagner,,
358 , BETULACEAE,Corylus,caroliniana ,Walt.,Hazelnut,,"Sheffield's Seed Co., Locke, NY  13092",,1995,M. Williams,,
359 , BETULACEAE,Corylus,caroliniana ,Walt.,Hazelnut,,"Calhoun Co., IL",,1986,G.E. Wagner,,
360 , BETULACEAE,Corylus,caroliniana ,Walt.,,Seeds,"Bowman's hill wildflower reserve, Washington Crossing Historic park, New Hope, PA. Collected at Solebury Twp, Bucks County, PA",11,1997,G.J. Fritz,,NEEDS LABEL
361 , BETULACEAE,Corylus,avellana ,L.,Cultivated filbert,,National Food Store,,1983,L.W. Blake,,
362 , BETULACEAE,Corylus,cornuta,Marsh.,Beaked Hazelnut,,"Botanic Garden of Smith College Northampton, MA .  Collected at Hatfield, MA",,1998,G.J. Fritz,,
363 , BETULACEAE,Corylus,cornuta,Marsh.,Beaked Hazelnut,,"Cheboygan Co., MI",,1986,L.W. Blake,,
364 , BETULACEAE,Ostrya,virginiana ,(Mill.),,,Botanic Garden of Smith College,29,11/2009,G.J. Fritz,,NEEDS LABEL
365 , BETULACEAE,Ostrya,virginiana ,(Mill.) K. Koch,,,W.J. Beal Botanical Garden. MI State Univ.,,10/5/94,G.J. Fritz,,
366 , BETULACEAE,Ostrya,virginiana ,(Mill.) K. Koch,"Ironwood, Hop hornbeam",,"Emmet Co., MI",,8/17/89,L.W. Blake,,
367 , BETULACEAE,Ostrya,virginiana ,(Mill.) K. Koch,American Hop hornbeam,,"Range Site (11S47).  St. Clair Co., IL",,,G.E. Wagner,,
368 , BETULACEAE,Ostrya,virginiana ,(Mill.) K. Koch,American Hop hornbeam,,Missouri Botanical Garden.  St. Louis,,1977,H.C. Cutler,,
369 , BETULACEAE,Ostrya,virginiana ,,,Seeds,Botanic Garden of Smith College,26,2014,G.J. Fritz,,NEEDS LABEL
370 , BIGNONIACEAE,Catalpa,sp.  Scop.,,"Catalpa, lady's cigar tree",,"St. Louis, Co.",,8/14/83,D.B. Epstein,,
371 , BIGNONIACEAE,Catalpa,speciosa ,Warder ex Engelm,Northern Catalpa,,"Washington Univ., St. Louis, MO",,1975,G.E. Wagner,,
372 , BIGNONIACEAE,Chilopsis,lenearis,,Desert Willow,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
373 , BIXACEAE,Bixa,orellana,L.,Achiote,,"La Tropicana Market.  St. Louis, MO",,4/23/94,G.J. Fritz,,
374 , BIXACEAE,Bixa,orellana,L.,Achiote,,"Yucatan, Mexico",,1993,K. Borojevic,,
375 , BIXACEAE,Bixa,orellana,L.,Achiote,,"St. Louis, MO",,fall 1989,P.J. Wright,,
376 , BIXACEAE,Bixa,orellana,L.,Achiote,,,,2011,J. d'alpoim Guedes,,NEEDS LABEL
377 , BORAGINACEAE,Cryptantha,jamesii ,(Torr.),Payson,,Borage,,1977,H.C. Cutler,,
378 , BORAGINACEAE,Cynoglossum,,sp.,Hound't tongue?,,Jefferson Co. MO,,1993,G.J. Fritz,,
379 , BORAGINACEAE,Cynoglossum,virginianum,L.,Wild comfrey,,"Chubb Rail.  West Tyson Co. Park. St. Louis Co., MO",,10/27/94,L.W. Blake,,
380 , BORAGINACEAE,Echium,vulgare,L.,Blueweed,,"Botanical Garden of Bonn University, Germany",,7/1994,G.J. Fritz,,
381 , BORAGINACEAE,Hackelia,virginiana ,(L.) I.M. Johnston,Stickseed,,"Shaw Arboretum.  Franklin Co., MO",,1993,L.W. Blake,,
382 , BORAGINACEAE,Lappula,redowski ,(Hornem.) Greene,Stickseed,,"Navajo Co., AZ",,1982,G.E. Wagner,,
383 , BORAGINACEAE,Lithospermum,canescens  ,(Michx.) Lehm.,Orange puccoon,,Jefferson Co. MO,,1992,G.J. Fritz,,
384 , BORAGINACEAE,Lithospermum,officinale ,L.,,,"W.J. Beal Botanical Garden. MI State Univ. Collected at Caen Botanical Garden, France",,1999,G.J. Fritz,,
385 , BORAGINACEAE,Lithospermum,officinale,L.,European gromwell,,"Emmet Co., MI",,1988,L.W. Blake,,
386 , BORAGINACEAE,Mertensia,virginica ,(L.) Pers.,Virginia bluebells,,"University City, MO",,1983,L.W. Blake,,
387 , BORAGINACEAE,Myosotis,arvensis ,(L.) Hill.,,,"Botanical Garden of Bonn University, Germany",,9/2002,G.J. Fritz,,
388 , BORAGINACEAE,Onosmodium,molle ,Michx. ssp. subsetosum (Mackenz.& Bush) Cochr.,False gromwell,,"St. Francois Co., MO",,1987,L.W. Blake,,
389 , BORAGINACEAE,Phacelia,tanacetifolia ,Benth.,,,"Botanical Garden of Bonn University, Germany",,9/2002,G.J. Fritz,,
