Family,Genus,Species,Botanical author,Common name,Type of material,Source,Accession numbers,Date collected,Collector,Notes,Needs label?
SCROPHULARIACEAE,Verbascum,blattaria ,L.,Moth mullein,,,,1977,H.C. Cutler,,
SCROPHULARIACEAE,Verbascum,blattaria,"L. f, albiflora (Don)Hous",,,"Montgomery Co., OH",,1979,G.E. Wagner,,
SCROPHULARIACEAE,Verbascum,blattaria ,forma erubescens L.,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
SCROPHULARIACEAE,Verbascum,densiflorum ,Bertol.,Mullein,,"Botanical Garden, Halle, Germany. ",,1993,,,
SCROPHULARIACEAE,Verbascum,nigrum,L.,,Seeds,"BG Leipzig, Deutschland, Thüringen, Schweinbach",4091,,H. Köhler,,NEEDS LABEL 
SCROPHULARIACEAE,Verbascum,phoenicium,L.,Purple mullein,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
SCROPHULARIACEAE,Verbascum,thapsus ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA",,1997,G.J. Fritz,,
SCROPHULARIACEAE,Verbascum,thapsus ,L.,Common mullein,,Kentucky,,1975,G.E. Wagner,,
SCROPHULARIACEAE,Veronica,fruticulosa ,L.,Speedwell,,"Botanical Garden, Halle, Germany. ",,1993,,,
SCROPHULARIACEAE,Veronica,teucrium ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,2/3/06,G.J. Fritz,,
SCROPHULARIACEAE,Veronica,urticifolia ,Jacq.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
SCROPHULARIACEAE,Veronica,officinalis,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
SCROPHULARIACEAE,Veronicastrum,virginicum,(L.)Farw.,Culver's Root,,Ion Nursery,,1995,M. Williams,,
SIMILACACEAE,Smilax,ecirrata,,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Baker Woodlot,,3/1/06,G.J. Fritz,,
 SIMILACACEAE , Smilax , hispida  ,Muh., Catbrier ,," St. Francois Co., MO ",, 1985 , L.W. Blake ,,
SIMILACACEAE,Smilax,lasioneura ,Hook.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Garvey Rd.,,1999,G.J. Fritz,,
SIMILACACEAE,Smilax,rotundifolia,L.,Greenbrier,,"Bank Bayou Manchac, LA",,1985,M. Standifer,,
SIMMONDSIACEAE,Simmondsia,chinensis,,Jojoba,,"Upper Fishhook Canyon, near Thatcher, SE AZ Seeds and fruits.",,8/6/2001,K. Hanselka,,
SOLANACEAE,Capsicum,annuum,var. glabrisculum,,,W.J. Beal Botanical Garden. MI State Univ.,,3/3/06,G.J. Fritz,,
SOLANACEAE,Capsicum,annuum ,L.,Sandia chiles,,Native Seed Search,,1994,,,
SOLANACEAE,Capsicum,annuum ,L.,Wild chili pepper,,"Chenier S. Avery Island, LA",,1993,G.J. Fritz,,
SOLANACEAE,Capsicum,annuum ,L.,Banana pepper,,Vaughan's 3625,,1977,H.C. Cutler,,
SOLANACEAE,Capsicum,annuum ,L. var. aviculare,Chiltepines,,Native Seed Search,,1993,G.J. Fritz,,
SOLANACEAE,Capsicum,baccatum,L.,Red pepper,,"Bella Union, Peru",,6/17/89,P.J. Wright,,
SOLANACEAE,Capsicum,chacoense ,Hunz.,,,Botanical Gardens of Smith College,,4/2011,G.J. Fritz,,
SOLANACEAE,Capsicum,chacoense ,Hunz.,,,Botanical Gardens of Smith College,,4/2012,G.J. Fritz,,
SOLANACEAE,Capsicum,chacoense ,,,Seeds,Botanical Gardens of Smith College,304,2014,G.J. Fritz,,NEEDS LABEL 
SOLANACEAE,Capsicum,frutescens ,L.,,,"Botanic Garden of Smith College.  Northampton,",,11/2009,G.J. Fritz,,
SOLANACEAE,Capsicum,frutescens ,L.,,,"Botanic Garden of Smith College.  Northampton,",,4/2012,G.J. Fritz,,
SOLANACEAE,Capsicum,pubescens,,"Red pepper, ""rocoto""",,"Acari, Peru",,6/23/89,P.J. Wright,,
SOLANACEAE,Cyphomandra,betaceae,(Cav.),,,"Botanic Garden of Smith College.  Northampton,",302,11/2009,G.J. Fritz,,NEEDS LABEL 
SOLANACEAE,Datura,,sp.,Jimsonweed,,West Pakistan,,1977,J.R. Harlan,,
SOLANACEAE,Datura,,sp.,Jimsonweed,,,,1977,H.C. Cutler,,
SOLANACEAE,Datura,inoxia ,Mill.,,,W.J. Beal Botanical Garden. MI State Univ. Collected in Arizona.,,1999,G.J. Fritz,,
SOLANACEAE,Datura,inoxia ,R. Mill.,Hairy Jimsonweed,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,,,
SOLANACEAE,Datura,inoxia ,P. Mill.,Jimsonweed,,,,,C. Erickson,,
SOLANACEAE,Datura,metel,L.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
SOLANACEAE,Datura,meteloides,,"Sacred Datura, Jimsonweed",,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
SOLANACEAE,Datura,meteloides,Dunal.,Jimsonweed,,"St. Louis Co., MO  (Grown ornamentally)",,1990,M. Salac,,
SOLANACEAE,Datura,meteloides,,Jimsonweed,Seeds,"Redwood City Seed Company,  CA, USA",,,,,NEEDS LABEL 
SOLANACEAE,Datura,meteloides,,"Sacred Datura, Jimsonweed",,"Tempe, AZ. WILD SEED",,,,,NEEDS LABEL 
SOLANACEAE,Datura,stramonium ,L.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
SOLANACEAE,Datura,stramonium ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,,,
SOLANACEAE,Datura,stramonium ,L.,Jimsonweed,,"St. Louis, MO",,1990,M. Salac,,
SOLANACEAE,Datura,stramonium ,L.,Jimsonweed,,"Fenton, MO",,1978,D. Browman,,
SOLANACEAE,Datura,stramonium ,L.,Jimsonweed,,,,1977,H.C. Cutler,,
SOLANACEAE,Datura,stramonium ,L. var. tatula (L.)Torr.,,,"Botanical Garden of Bonn University, Germany",,2000,G.J. Fritz,,
SOLANACEAE,Datura,stramonium ,L. var. tatula (L.)Torr.,Purple Jimsonweed,,"St. Louis Co., MO",,1989,J. Dendy,,
SOLANACEAE,Datura,stramonium ,,Jimsonweed,Seeds,Cornell weed garden,,10/17/2018,,,NEEDS LABEL 
SOLANACEAE,Datura,stramonium ,,Jimsonweed,Seeds,"Redwood City Seed Company,  CA, USA",,n.d.,,,NEEDS LABEL 
SOLANACEAE,Hyoscyamus,niger ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
SOLANACEAE,Lycium,chinense,,goji berry,,"China, Pixian field hedgerow",,12/2010,R. Spengler,,
SOLANACEAE,Lycium,pallidum ,Miers,Rabbit thorn,,Mohave Desert,,,C. Erickson,,
SOLANACEAE,Lycium,turcomanicum ,Tucz.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
SOLANACEAE,Lycium,europaeum ,L.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,9/2001,G.J. Fritz,,
SOLANACEAE,Lycoperisicon,esculentum ,Mill.,,,Jubilee Vaughan 3860,,1977,H.C. Cutler,,
SOLANACEAE,Lycoperisicon,esculentum ,Mill.,Ponderosa,,Vaughan Vt.1,,1977,H.C. Cutler,,
SOLANACEAE,Lycoperisicon,esculentum ,Mill. var. pyriforma Alef.,Tomato,,Red Pear Vaughan,,1977,H.C. Cutler,,
SOLANACEAE,Nicotiana,acuminata,(Graham) Hooker.,,,From Dr. William D'Arcy of Missouri Botanical Garden,781703,2/1994,,,
SOLANACEAE,Nicotiana,acuminata,(Graham) Hooker. var. acuminata,,,"Botanic Garden of Smith College.  Northampton, MA.",,,,,
SOLANACEAE,Nicotiana,biglovii ,var. multivalis,,,USDA Source unknown ,CBH #9308,1993,C.B. Heiser,,NEEDS LABEL 
SOLANACEAE,Nicotiana,biglovii ,var. quadrivalis,,Seeds and debris,USDA original source unknown ,CBH #9309,1993,C.B. Heiser,,NEEDS LABEL 
SOLANACEAE,Nicotiana,exigua,,,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
SOLANACEAE,Nicotiana,glauca,Graham,,,From Dr. William D'Arcy of Missouri Botanical Garden,,2/1994,,,
SOLANACEAE,Nicotiana,langsdorfii ,Weinmann,,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,G.J. Fritz,,
SOLANACEAE,Nicotiana,maritima,,,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
SOLANACEAE,Nicotiana,megalosiphon,,,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
SOLANACEAE,Nicotiana,plumbaginifolia ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1997,G.J. Fritz,,
SOLANACEAE,Nicotiana,quadrivalis,var. biglovii,,,"Sonoma Co., CA   ",CBH #9224,1993,C.B. Heiser,,
SOLANACEAE,Nicotiana,rustica,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/3/06,G.J. Fritz,,
SOLANACEAE,Nicotiana,rustica,L.,,,From Dr. William D'Arcy of Missouri Botanical Garden,,2/1994,,,
SOLANACEAE,Nicotiana,rustica,L.,Wild tobacco,Seeds and debris,"Onondago Reservation, NY C.J. Sheviak 4160   ",CBH #9223,1993,C.B. Heiser,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L.,,,Hudson Seed Co.,,1992,C.B. Heiser,,
SOLANACEAE,Nicotiana,rustica,L.,,Seeds and debris,Greenhouse.  Illinois State University,,6/1/92,C.B. Heiser,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L.,Punche Mexican tobacco,,Native Seed Search,,1991,G.J. Fritz,,
SOLANACEAE,Nicotiana,rustica,L.,Guarijo Makuchi tobacco,,Native Seed Search,,1991,G.J. Fritz,,
SOLANACEAE,Nicotiana,rustica,L.,Papante Tobacco,Seeds,Native Seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L.,Punche Mexican tobacco,Seeds,Native Seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L.,Santo Domingo ceremonial tobacco,,Native Seed Search,,1991,G.J. Fritz,,
SOLANACEAE,Nicotiana,rustica,L.,Santo Domingo ceremonial tobacco,Seeds,Native Seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L.,San Juan Pueblo Tobacco,Seeds,Nativive seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L.,Southern Tepehuan Tobacco,Seeds,Native Seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L.,Wild tobacco,,Seed from Canada,,1980,D. Epstein,,
SOLANACEAE,Nicotiana,rustica,L.,Tarahumara el Cuervo,Seeds,Native Seed Search,,2017,,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L. var. brasilia,,seeds,USDA.  No source given. ,CBH #9219,1993,C.B. Heiser,,NEEDS LABEL
SOLANACEAE,Nicotiana,rustica,L. var. pavonii,,Seeds and debris,"Latacunge, Ecuador J. Soria  ",CBH #E9213,1993,C.B. Heiser,,NEEDS LABEL
SOLANACEAE,Nicotiana,rustica,L. var. pavonii,,,Ecuador.  Wild variety  3000m,,6/1/92,C.B. Heiser,,
SOLANACEAE,Nicotiana,rustica,L. var. pumila,,Seeds and debris,USDA.  No source given.  ,CBH #9220,1993,C.B. Heiser,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,,,Seeds and debris,"Kampsville, IL",,1986,G.E. Wagner,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L.,Wild tobacco,Seeds,LN AR PBG,,2017,Horton,,NEEDS LABEL 
SOLANACEAE,Nicotiana,rustica,L.,,Seeds,Botanischer Garten der Universität Leipzig,1712,1997,G.J. Fritz,,NEEDS LABEL 
SOLANACEAE,Nicotiana,sauveolens,Lehm.,,,"Botanic Garden of Smith College.  Northampton, MA.",,2002,G.J. Fritz,,
SOLANACEAE,Nicotiana,sylvestris,Spegazzini &  Comas,,,"Botanic Garden of Smith College.  Northampton, MA.",,1994,G.J. Fritz,,
SOLANACEAE,Nicotiana,tabacum,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/2005,G.J. Fritz,,
SOLANACEAE,Nicotiana,tabacum,,,,Native Seed Search Patagonia Farm,,10/13/06,G.J. Fritz,,
SOLANACEAE,Nicotiana,trigonophylla ,Duval,,Seeds and pods,"Chihuahua, Mexico.  Collected on or near Cerro",,9/4/98,G.J. Fritz,,NEEDS LABEL 
(new name:,Nicotiana,obtusofolia,Mart. & Gal.),,,Juanaquena.  Identified by Karen Adams,,,,,
SOLANACEAE,Physalis,,sp. L.,Ground cherry,,Vaughan 3838,,1977,H.C. Cutler,,
SOLANACEAE,Physalis,,sp. L.,Ground cherry,,,,,C. Erickson,,
SOLANACEAE,Physalis,,sp.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,2001,G.J. Fritz,,
SOLANACEAE,Physalis,,sp.,,,Missouri Botanical Garden.  No data,,,,,
SOLANACEAE,Physalis,alkekengi,L.,,Seed,"BG Padua, Italien, Tevolo, Padova",3860,,,,NEEDS LABEL 
SOLANACEAE,Physalis,baccifera,,,Seeds,"The Botanic Garden, Smith College, Northampton MA, 01063",,,,wild collected,NEEDS LABEL 
SOLANACEAE,Physalis,fangifolia,,Smooth groundcherry,Seed and seed pod,Cornell weed garden,,10/17/2018,,,NEEDS LABEL 
SOLANACEAE,Physalis,ixocarpa ,Brotero,,,W.J. Beal Botanical Garden. MI State Univ.,,1/2001,G.J. Fritz,,
SOLANACEAE,Physalis,hederaefolia,Gray,,,"Chihuahua, Mexico.  Collected on or near Cerro Juanaquena.  Identified by Karen Adams",,9/4/98,G.J. Fritz,,
SOLANACEAE,Physalis,peruviana ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
SOLANACEAE,Physalis,peruviana ,L.,,Seeds,Botanical Gardens at Bonn,3863,1997,,,NEEDS LABEL 
SOLANACEAE,Physalis,philadelphica,Lam.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
SOLANACEAE,Physalis,philadelphica,L.,Zuni Tomatillo,Seeds,Native Seed Search Tuscon Arizona,,1998,,,NEEDS LABEL 
SOLANACEAE,Silene,,sp.,Catchfly,,"Monroe Co., IN",,1993,G.J. Fritz,,
SOLANACEAE,Solanum,aethiopicum,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/6/07,G.J. Fritz,,
SOLANACEAE,Solanum,,sp.,Potato,,"Peru.  (cannde, dried potato).  Tropicana Food Store",,1992,M. Williams,,
SOLANACEAE,Solanum,,sp.,Pepino,,"Lima, Peru",,1977,H.C. Cutler,,
SOLANACEAE,Solanum,,sp.,Pepino sylvestre,,"Reys-Boni, Bolivia",,1977,H.C. Cutler,,
SOLANACEAE,Solanum,carolinense,L.,Horse nettle,,"From fallow agricultural field near Portage de Sioux, St. Charles Co.",,10/1996,G. Powell,,
SOLANACEAE,Solanum,douglasii ,Dun.,,,"Pecos, NM",,10/14/96,G. Powell,,
SOLANACEAE,Solanum,dulcamara ,L.,Bittersweet nightshade,,"Emmet Co., MI.  (cultivated)",,1986,L.W. Blake,,
SOLANACEAE,Solanum,jasminoides,,,Seeds,"Botanic Garden of Smith College.  Northampton,",303,11/2009,G.J. Fritz,,NEEDS LABEL 
SOLANACEAE,Solanum,melanocerasum,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/6/07,G.J. Fritz,,
SOLANACEAE,Solanum,melongena ,L. var. esculentum,Eggplant,,Vaughan E13,,1977,H.C. Cutler,,
SOLANACEAE,Solanum,nigrum,L.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,9/2001,G.J. Fritz,,
SOLANACEAE,Solanum,nigrum ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,3/2001,G.J. Fritz,,
SOLANACEAE,Solanum,nigrum ,L.,,Seeds,Botanical Gardens at Bonn,7901,1997,,,NEEDS LABEL 
SOLANACEAE,Solanum,ptycanthum ,Dunal.,American nightshade,,"Madison Co., IL",,1967,L.W. Blake,,
SOLANACEAE,Solanum,rostratum ,Dunal.,Buffalo bur,,,,1977,H.C. Cutler,,
SOLANACEAE,Solanum,xanthocarpum,,Yellow-berried Nightshade,,"China, Pixian stream edge",,12/2010,R. Spengler,,
SPARGANIACEAE,Sparganium,androcladum,(Engelm.) Morong.,,,"Botanic Garden of Smith College. Northampton, MA. Northampton, Hampshire county, MA. Disturbed conifer/deciduous forest.",,4/16/07,G.J. Fritz,,
SPARGANIACEAE,Sparganium,androcladum,(Engelm.),,Seeds,"Botanic Garden of Smith College. Northampton, MA.",99,11/2009,G.J. Fritz,,NEEDS LABEL 
SPARGANIACEAE,Sparganium,androcladum,,,Seeds,"Botanic Garden of Smith College. Northampton, MA.",108,2014,G.J. Fritz,,NEEDS LABEL 
SPARGANIACEAE,Sparganium,erectum ,L.,,,"Botanical Gardens at University of Leipzig, Germany",,1998,G.J. Fritz,,
SPARGANIACEAE,Sparganium,minimum,(Hartman) Fries,Bur-reed,,"Botanischer Garten.  U. Regensburg, Germany",,6/1994,G.J. Fritz,,
STERCULIACEAE,Sterculia,lychnophora,,Malva nut tree/ Taiwan sweet gum tree,,"Chinatown, San Francisco",,5/2011,R. Spengler,,
STERCULIACEAE,Theobroma,cacao,L.,Cacao (fruit),,"Whole fruit sent by Botanic Garden of Smith  College.  Northampton, MA.  Dried, cut open, &  seeds removed and dried",,6/2001,G.J. Fritz,,
STERCULIACEAE,Theobroma,cacao,L.,Cacao (fruit),,"Botanic Garden of Smith College.   Northampton, MA 01063",,6/16/06,G.J. Fritz,,
STAPHYLEACEAE,Staphlea,trifolia ,L.,Bladdernut,,"St. Charles Co., MO",,1987,L.W. Blake,,
STAPHYLEACEAE,Staphlea,trifolia ,L.,Bladdernut,,"St. Francois Co., MO",,1985,L.W. Blake,,
TAMARICACEAE,Tamarix,africana ,Poir.,,,"Arboretum Trsteno, Hrvatska, Croatia",,2001,G.J. Fritz,,
TAXODIACEAE,Sequoia,sempervirens ,Endl.,Coastal redwood,,,,,C. Erickson,,
TAXODIACEAE,Taxodium,distichum ,(L.)Rich.,Bald Cypress,,"Gray Summit.  Franklin Co., MO",,Fall 1986,G.E. Wagner,,
TAXODIACEAE,Taxodium,distichum ,(L.)Rich.,Bald Cypress,,"Oak Knoll Park.  Clayton, St. Louis Co., MO",,,L.W. Blake,,
TILIACEAE,Corchorus,olitorius,L.,Malta jute,,,,1977,H.C. Cutler,,
TILIACEAE,Tilia,,sp.,Basswood,,,,,C. Erickson,,
TILIACEAE,Tilia,americana,L.,American basswood,,"Emmet Co., MI",,1990,L.W. Blake,,
TILIACEAE,Tilia,americana,L.,Basswood,,"Berick Dr., University City, St. Louis Co., MO",,10/6/83,L.W. Blake,,
TILIACEAE,Tilia,americana,L.,American basswood,,"Dupo, St. Clair Co., IL",,9/9/78,G.E. Wagner,,
TROPAEOLACEAE,Tropaeolum,majus,  L. var. nanum Vilm.,Nasturtium,,Dwarf Mixture.  Vaughan 3570,,1977,H.C. Cutler,,
TYPHACEAE,Typha,angustifolia,L.,,,Botanical Gardens at University of Meckenheimer,,10/13/06,G.J. Fritz,,
TYPHACEAE,Typha,domingensis,(Pers.) Steudel,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,2001,G.J. Fritz,,
TYPHACEAE,Typha,latifolia,L.,Common cat-tail,,"St. Clair Co., IL",,1975,G.E. Wagner,,
ULMACEAE,Celtis,,sp.,Hackberry,,"Savannah, TN",,1978,L.W. Blake,,
ULMACEAE,Celtis,laevigata ,Willd.,Southern hackberry,,"Orland E. White Arboretum.  Blandy Experimental Farm.  Univ. of Virginia.  Boyce, VA",,1996,G.J. Fritz,,
ULMACEAE,Celtis,laevigata ,Willd.,Sugarberry,,"E. Baton Rouge Parish, LA",,10/11/88,M. Standifer,,
ULMACEAE,Celtis,laevigata ,Willd.,Sugarberry,,"Butler Co., KY.  Near Bt5.",,11/14/78,G.E. Wagner,,
ULMACEAE,Celtis,occidentalis ,L.,Hackberry,,"Dallas, TX",,1990,G.J. Fritz,,
ULMACEAE,Celtis,reticulata ,Torr.,Net-leaved hackberry,,,,,C. Miksicek,,
ULMACEAE,Celtis,tenuifolia ,Nutt.,Dwarf hackberry,,"St. Louis Co., MO",,1984,L.W. Blake,,
ULMACEAE,Ulmus,alata ,Michx.,Winged Elm,,"Edmondson Co., KY",,7/14/80,G.E. Wagner,,
ULMACEAE,Ulmus,americana,L.,American Elm,,"840 Berick Dr., University City, St. Louis Co., MO",,10/26/83,L.W. Blake,,
ULMACEAE,Ulmus,americana,L.,"American Elm, White Elm",,,,,C. Erickson,,
UMBELLIFERAE,Ferula,communis,L. ssp. communis,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,2/2004,G.J. Fritz,,
URTICACEAE,Boehmeria,cylindrical,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected from Clinton Co., MI in Southern Shrub Swamp at Rose Lake Fen South",,2003,G.J. Fritz,,
URTICACEAE,Boehmeria,nivea ,Gaudich,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,2001,G.J. Fritz,,
URTICACEAE,Urtica,dioica,L.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at Sanford Woodlot,,1999,G.J. Fritz,,
URTICACEAE,Urtica,dioica,L.,Stinging nettle,,Seed Herbarium USDA,,1977,H.C. Cutler,,
URTICACEAE,Urtica,dioica,L. ssp. gracilis (Ait.) Seland,,,"Arch. Site, Antelope Cave (1515/NA 5509G-6A)",,1977,H.C. Cutler,,
URTICACEAE,Urtica,dioica,,Stinging nettle,Seeds and stems,Cornell weed garden,,10/17/2018,,,NEEDS LABEL
VALERIANACEAE,Valeriana,procurrens ,Wallr.,,,"Botanical Garden of Bonn University, Germany",,9/22/08,G.J. Fritz,,
VERBENACEAE,Callicarpa,dichotoma,,,,W.J. Beal Botanical Garden. MI State Univ.,,2003,G.J. Fritz,,
VERBENACEAE,Lippia,dulcis,,,,W.J. Beal Botanical Garden. MI State Univ. ,,1/2001,G.J. Fritz,"sp. Not found in literature, no authority",
VERBENACEAE,Verbena,hastata,,,,W.J. Beal Botanical Garden. MI State Univ.,,3/2005,G.J. Fritz,,
VERBENACEAE,Verbena,rigida ,Spreng.,,,"""Julia & Alexander N. Diomides"" Botanic Garden Athens, Greece",,2/2004,G.J. Fritz,,
VERBENACEAE,Verbena,stricta,,,,"W.J. Beal Botanical Garden. MI State Univ. Collected at Ingham Co., MI in naturalized area at MSU Prairie Planting- dry.",,,,,
VERBENACEAE,Verbena,urticicfolia ,L.,White vervian,,"Hilda J. Young Memorial Forest.  Jefferson Co., MO",,9/29/94,L.W. Blake,,
VERBENACEAE,Verbena,macdougalii ,Heller.,Spike verbena,,"Flagstaff, AZ",,10/14/94,G. Powell,,
VERBENACEAE,Verbena,officinalis ,L.,European verbena,,"Botanical Garden.  Halle, Germany",,1993,,,
VERBENACEAE,Verbena,officinalis ,,,Seeds,Botanischer garten der Universität Leipzig,877,,,,NEEDS LABEL
VIOLACEAE,Viola,,sp.,Violet,,"Calhoun Co., IL",,1986,G.E. Wagner,,
VIOLACEAE,Viola,lanceolata ,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1997,G.J. Fritz,,
VIOLACEAE,Viola,lanceolata ,L.,,,"Botanic Garden of Smith College.  Northampton, MA 01063",,6/16/06,G.J. Fritz,,
VIOLACEAE,Viola,pubescens,Ait. var. eriocarpa (Schwientz)Russel,,,"Botanic Garden of Smith College.  Northampton, MA.",,1997,G.J. Fritz,,
VIOLACEAE,Viola,tricolor,L.,,,"Botanic Garden of Smith College.  Northampton, MA.",,1997,G.J. Fritz,,
VISCACEAE,Phoradendron,leucarpum,(Raf.) Rev. & M. Johnston,Eastern mistletoe,,"Dallas Co., TX",,1993,G.J. Fritz,,
VITACEAE,Ampelopsis,,sp. Michx.,,,,,,C. Miksicek,,
VITACEAE,Ampelopsis,aconitifolia,Bunge,,,"Arboretum Trsteno, Hrvatska, Croatia",,2001,G.J. Fritz,,
VITACEAE,Ampelopsis,cordata ,Michx.,Racoon grape,,"St. Louis Co., MO",,1984,L.W. Blake,,
VITACEAE,Parthenocissus,,sp. Planch.,Virginia creeper,,"Butler Co., KY",,1978,G.E. Wagner,,
VITACEAE,Parthenocissus,quinquefolia,(L.) Planch,Virginia creeper,,"Botanic Garden of Smith College. Northampton, MA. Northampton, Hampshire county. Disturbed conifer/ deciduous.",,4/16/07,G.J. Fritz,,
VITACEAE,Parthenocissus,quinquefolia ,(L.),Virginia creeper,Seeds,Botanic Garden of Smith College,105,11/2009,G.J. Fritz,,NEEDS LABEL
VITACEAE,Parthenocissus,quinquefolia,(L.) Planch. (H),,,"Botanic Garden of Smith College.  Northampton, MA.",,2002,G.J. Fritz,,
VITACEAE,Parthenocissus,quinquefolia ,(L.) Planch. (H),,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Skinner State Park.",,1999,G.J. Fritz,,
VITACEAE,Parthenocissus,quinquefolia ,(L.) Planch. (H),Virginia creeper,,"St. Louis Co., MO",,1984,L.W. Blake,,
VITACEAE,Vitis,,sp.,Concord grape,,"Soulard Market, St. Louis, MO",,1979,G.E. Wagner,,
VITACEAE,Vitis,,sp.,Wild grape,,"Butler Co., KY.  From near Bt5.",,10/14/78,G.E. Wagner,,
VITACEAE,Vitis,,sp.,Grape,,,,,G.J. Fritz,,
VITACEAE,Vitis,,sp.,Concord grape,,,,,C. Erickson,,
VITACEAE,Vitis,aestivalis ,Michx.,,Seeds,Botanic Garden of Smith College,106,11/2009,G.J. Fritz,,NEEDS LABEL
VITACEAE,Vitis,aestivalis ,Michx. (C),,,"Botanic Garden of Smith College.  Northampton, MA.",,11/2002,G.J. Fritz,,
VITACEAE,Vitis,aestivalis ,Michx.,Summer grape,,"St. Charles Co.,  MO",,1988,L.W. Blake,,
VITACEAE,Vitis,cinerea ,Engelm.,Pigeon grape,,"Jefferson Co., MO",,1980,G.E. Wagner,,
VITACEAE,Vitis,cinerea ,Engelm.,Pigeon grape,,"St. Louis Co., MO",,1979,G.E. Wagner,,
VITACEAE,Vitis,labrusca ,L.,Fox grape,,"Webster Co., KY",,1977,G.E. Wagner,,
VITACEAE,Vitis,labrusca ,L.,,Seeds,"Botanic Garden of Smith College.  Northampton, MA.",109,2014,G.J. Fritz,,NEEDS LABEL
VITACEAE,Vitis,riparia ,Michx.,,,W.J. Beal Botanical Garden. MI State Univ. Collected at MSU Incinerator Rd.,,1999,G.J. Fritz,,
VITACEAE,Vitis,riparia ,Michx.,,,"Botanic Garden of Smith College.  Northampton, MA.  Collected at Whately, MA.",,1999,G.J. Fritz,,
VITACEAE,Vitis,riparia ,Michx.,River bank grape,,"St. Louis CO., MO",,1988,L.W. Blake,,
VITACEAE,Vitis,vulpina,L.,Winter grape,,"St. Louis Co., MO",,1988,L.W. Blake,,
VITACEAE,Vitis,vulpina,L.,Winter grape,,"Butler Co., KY",,1977,G.E. Wagner,,
ZYGOPHYLLACEAE,Kallstroemia,grandiflora,,Arizona poppy,,"Plants of the Southwest.  Santa Fe, NM  87501",,1999,G. Powell,,
ZYGOPHYLLACEAE,Larrea,tridentata ,(D.C.) Corville,,,W.J. Beal Botanical Garden. MI State Univ.,,6/13/94,G.J. Fritz,,
ZYGOPHYLLACEAE,Larrea,tridentata ,(D.C.) Creosote,,,,,,,,
